"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"[Negative] Verify the mobile number field declares its validation contract (pattern=""[6789][0-9]{9}"" — 10 digits, starting 6-9). KNOWN GAP: confirmed live that this form's submit handler does not actually enforce this pattern (a too-short number is accepted and the thank-you confirmation still appears) — unlike every other lead form in this suite, which do correctly reject it.

Expected: The field should declare the 10-digit, 6-9-prefixed pattern. (Actual submission-time enforcement is a known gap — see description.)","2509","TJWA_TC_LUH_NEG_001 - [Negative] Mobile field declares its validation pattern (known enforcement gap on submit)","Lead:Used Harvesters Suite","2026-09-09","passed","2026-09-09","","Negative & boundary — mobile number field","",""
"","9957","26. Validate Chhattisgarh District Names in Tamil (Tractor Listing Page)","","2026-09-09","passed","2026-09-09","","2.Multilingual Pages - District Validation","",""
"Verify the used tractor listing page loads successfully (HTTP 200).

Expected: The page should load successfully with HTTP 200.","8321","TJWA_TC_UTLIST_001 - Page loads successfully (HTTP 200) — Used Tractor Listing","Used Tractor Listing Pages (Revamp)","2026-09-09","passed","2026-09-09","","Used Tractor Listing (/used-tractors-for-sell/)","",""
"Verify the used tractor listing page loads successfully (HTTP 200).

Expected: The page should load successfully with HTTP 200.","5587","TJWA_TC_UTLIST_001 - Page loads successfully (HTTP 200) — Used Tractor Listing [en] @utSmoke @lang-en","Used Tractor Listing — Smoke (@utSmoke, all languages)","2026-09-10","passed","2026-09-10","","Used Tractor Listing — [en] (/used-tractors-for-sell/)","",""
"Verify applying the Year filter (2024) restricts all listed tractors to that model year.

Expected: Every listed tractor year should contain ""2024"".","8343","TJWA_TC_UTLIST_007 - Year Filter (2024) — Used Tractor + Brand + State + City Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + State + City Listing (/used-tractors/mahindra/rajasthan/hanumangarh/)","",""
"Verify applying the Year filter (2024) restricts all listed tractors to that model year.

Expected: Every listed tractor year should contain ""2024"".","8022","TJWA_TC_UTLIST_007 - Year Filter (2024) — Used Tractor + City Listing","Used Tractor Listing Pages (Revamp)","2026-09-09","passed","2026-09-09","","Used Tractor + City Listing (/used-tractor-in-alwar/)","",""
"Verify all non-header/footer links on the listing page resolve successfully (no 404/500, no missing trailing slash).

Expected: All validated links should return a successful response with a correct trailing slash.","199580","TJWA_TC_UTLIST_002 - Link validation — Used Tractor + Brand + Price Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + Price Listing (/used-tractors/mahindra/under-2-lakh/)","",""
"Verify that the John Deere Brand Listing page (john-deere-tractor/) loads successfully and every in-page link (outside the shared header/footer nav) resolves without a 404 or 500 error, with correct trailing slashes on internal links.

Expected: The John Deere Brand Listing page should load successfully (HTTP 200) and every in-page link in scope should resolve to a valid destination — no broken (404) or server-error (500) links, and internal links should end with a trailing slash.","165852","6.2.Verify Page redirections for John Deere Brand Listing pages","","2026-09-09","passed","2026-09-09","","6. Brand Listing Page Redirections","",""
"Verify applying the Brand + Model filter (Mahindra 475 DI) restricts all listed tractors to that model.

Expected: Every listed tractor title should contain ""Mahindra 475 DI"".","4317","TJWA_TC_UTLIST_006 - Brand + Model Filter (Mahindra 475 DI) — Used Tractor + Brand + State Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","skipped","2026-09-10","","Used Tractor + Brand + State Listing (/used-tractors/mahindra/rajasthan/)","",""
"Verify that the Used Tractors listing page (used-tractors-for-sell/) loads successfully and every in-page link (outside the shared header/footer nav) resolves without a 404 or 500 error, with correct trailing slashes on internal links.

Expected: The Used Tractors listing page should load successfully (HTTP 200) and every in-page link in scope should resolve to a valid destination — no broken (404) or server-error (500) links, and internal links should end with a trailing slash.","253825","5.4.1.Verify Page redirections for Used Tractors Listing Page","","2026-09-09","passed","2026-09-09","","5.Listing Page Redirections","",""
"Verify applying the Brand + Model filter (Mahindra 475 DI) restricts all listed tractors to that model.

Expected: Every listed tractor title should contain ""Mahindra 475 DI"".","11548","TJWA_TC_UTLIST_006 - Brand + Model Filter (Mahindra 475 DI) — Assured Used Tractors - Ahmednagar","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Assured Used Tractors - Ahmednagar (/assured-used-tractors-for-sell/ahmednagar/)","",""
"Verify applying the Price filter (0-2 Lakh) restricts all listed tractors to that price range.

Expected: Every listed tractor price should be at most ₹2,00,000.","12271","TJWA_TC_UTLIST_005 - Price Filter (0-2 Lakh) — Used Tractor + Brand + State + Price Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + State + Price Listing (/used-tractors/massey-ferguson/rajasthan/under-2-lakh/)","",""
"Verify the Reset button clears all applied filters and returns the listing to its unfiltered URL.

Expected: Filters should be cleared and the URL should return to its unfiltered state.","8110","TJWA_TC_UTLIST_010 - Reset Button — Used Tractors - Swaraj in Rajasthan","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractors - Swaraj in Rajasthan (/used-tractors/swaraj/rajasthan/)","",""
"[Boundary] Verify the listing page lead form mobile number field enforces a maximum of 10 digits.

Expected: The field should not accept more than 10 digits, matching a valid Indian mobile number length.","6689","TJWA_TC_UTLIST_BOUNDARY_001 - [Boundary] Mobile number field enforces max 10 digits","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Negative & boundary — lead form fields (base listing page only)","",""
"[Edge] Verify that the AMP-specific sidebar navigation (AMP pages render a `.ampSidebar` in place of the normal header) as rendered on a News Detail AMP page (tractor-news/feb-2025-domestic-tractor-sales-report-59165-units-sold/?amp=1) loads successfully and every sidebar link (`.ampSidebar a`) resolves without a 404 or 500 error, with correct trailing slashes on internal links.

Expected: The AMP-specific sidebar navigation (AMP pages render a `.ampSidebar` in place of the normal header) as rendered on a News Detail AMP page should load successfully (HTTP 200) and every in-page link in scope should resolve to a valid destination — no broken (404) or server-error (500) links, and internal links should end with a trailing slash.","87413","2.3.Verify Page redirections Under Header from News Detail AMP Page","","2026-09-09","passed","2026-09-09","","2.Header Redirections","",""
"","5754","32. Validate Tehsils in Used Lead Forms [Used Tractors]","","2026-09-09","passed","2026-09-09","","3.Multilingual Pages - Tehsil Validation","",""
"Verify every HP chip URL returns a valid HTTP response.

Expected: No broken links — all 15 URLs return 200 or 301.","10576","TJWA_TC_TBH_002 - All HP chip URLs return valid HTTP 200/301 response","Home Page — Tractors By HP","2026-09-09","passed","2026-09-09","","HP chip URL validation","",""
"","10615","23. Validate Durg Tehsil Names in Marathi (All Brands Page)","","2026-09-09","passed","2026-09-09","","3.Multilingual Pages - Tehsil Validation","",""
"Verify the footer links section displays 4 columns: Important Links, Explore News, Buy Old Products, Sell Old Products.

Expected: Section visible, 4 column titles correct.","2992","TJWA_TC_FL_001 - Footer links section visible with 4 columns and correct titles","Home Page — Footer Links","2026-09-09","passed","2026-09-09","","Section UI","",""
"Verify every partner site link opens in a new tab (target=""_blank"") with rel=""noopener"" set, so the sibling site cannot control the original tab.

Expected: Every partner link has target=""_blank"" and a rel attribute including ""noopener"".","2101","TJWA_TC_FSB_009 - [Boundary] Partner site links open safely in a new tab","Home Page — Footer Social Media & Bottom Bar","2026-09-09","passed","2026-09-09","","Partner websites","",""
"Verify all non-header/footer links on the listing page resolve successfully (no 404/500, no missing trailing slash).

Expected: All validated links should return a successful response with a correct trailing slash.","143528","TJWA_TC_UTLIST_002 - Link validation — Assured Used Tractors - Ahmednagar","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Assured Used Tractors - Ahmednagar (/assured-used-tractors-for-sell/ahmednagar/)","",""
"Every HP dropdown option navigates to the correct filtered new tractor listing page.","68046","TJWA_TC_FYRT_NT_004 - Every HP option navigates to listing with correct hps param","Home Page — Find Your Right Tractor","2026-09-09","passed","2026-09-09","","New Tractor search & navigation","",""
"Verify no image of any tractor card across all tabs is broken.

Expected: All card images should have naturalWidth > 0 indicating successful loading from CDN.","1938","TJWA_TC_BUT_IMG_001 - No broken images in any tractor card","Home Page — Buy Used Tractors","2026-09-09","passed","2026-09-09","","Image validation","",""
"","10397","8. Validate Belagavi (Belgaum) Tehsil Names in Marathi (Tyres Page)","","2026-09-09","passed","2026-09-09","","3.Multilingual Pages - Tehsil Validation","",""
"","87310","3.Verify link redirections on: hi/used-tractor-in-maharashtra/","","2026-09-09","passed","2026-09-09","","4.LM Page Redirections","",""
"Verify the ""Check Tractor Price"" CTA on a further New Tractors listing page card opens the new tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","12283","TJWA_TC_LNT_005","","2026-09-09","passed","2026-09-09","","Lead:New Tractors Suite","",""
"Verify the footer's partner-site row (ITOTY, Truck Junction, BikeJunction, Infra Junction, Car Junction, Tractor Guru) displays the correct link titles and hrefs.

Expected: All 6 partner site links present, correctly titled, pointing to their respective external sites.","2053","TJWA_TC_FSB_008 - Partner site links present with correct titles and hrefs","Home Page — Footer Social Media & Bottom Bar","2026-09-09","passed","2026-09-09","","Partner websites","",""
"Verify the Reset button clears all applied filters and returns the listing to its unfiltered URL.

Expected: Filters should be cleared and the URL should return to its unfiltered state.","8169","TJWA_TC_UTLIST_010 - Reset Button — Used Tractor By State - Maharashtra","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor By State - Maharashtra (/used-tractor-in-maharashtra/)","",""
"Verify the page's lead-form CTA opens the correct lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","7986","TJWA_TC_UTPDP_003 - Lead form submission — Used Implement PDP — Spectra SPL","Used Tractor / Implement / Harvester Product Detail Pages","2026-09-10","passed","2026-09-10","","Used Implement PDP — Spectra SPL (/used-implement/spectra/spl/7433/)","",""
"Verify ""Get Best Offer"" on a listing page card opens the used tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","13198","TJWA_TC_UTLIST_003 - Lead form (Get Best Offer) — Used Tractor By State - Maharashtra","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor By State - Maharashtra (/used-tractor-in-maharashtra/)","",""
"Verify the ""Check Tractor Price"" CTA on a Homepage ""Mini Tractors"" card opens the new tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","11549","TJWA_TC_LNT_003","","2026-09-09","passed","2026-09-09","","Lead:New Tractors Suite","",""
"","","TJWA_TC_TNN_001 - Tractor News section visible with 13 tabs and Agriculture selected by default","Home Page — Tractor News / Agriculture News","","failed","","","Section UI","",""
"Verify applying the Price filter (0-2 Lakh) restricts all listed tractors to that price range.

Expected: Every listed tractor price should be at most ₹2,00,000.","12401","TJWA_TC_UTLIST_005 - Price Filter (0-2 Lakh) — Used Tractors - Swaraj in Rajasthan","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractors - Swaraj in Rajasthan (/used-tractors/swaraj/rajasthan/)","",""
"Verify the ""Similar Harvesters"" section CTA on a Harvester product detail page opens the new harvester lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","7703","TJWA_TC_LNH_006","","2026-09-09","passed","2026-09-09","","Lead:New Harvesters Suite","",""
"Verify a CTA on the Fieldking implement brand listing page opens the new implement lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","9205","TJWA_TC_LNI_010","","2026-09-09","passed","2026-09-09","","Lead:New Implements Suite","",""
"","11453","12. Validate Kolhapur Tehsil Names in Hindi (Tyres Page)","","2026-09-09","passed","2026-09-09","","3.Multilingual Pages - Tehsil Validation","",""
"Verify ""Get Best Offer"" on a listing page card opens the used tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","13667","TJWA_TC_UTLIST_003 - Lead form (Get Best Offer) — Used Tractor + Brand + State Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + State Listing (/used-tractors/mahindra/rajasthan/)","",""
"Verify the ""Related Brand Tractors"" CTA on an Implement Brand listing page opens the new tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","12843","TJWA_TC_LNT_012","","2026-09-09","passed","2026-09-09","","Lead:New Tractors Suite","",""
"Verify ""Get Best Offer"" on a listing page card opens the used tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","13061","TJWA_TC_UTLIST_003 - Lead form (Get Best Offer) — Used Tractor + Brand + Price Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + Price Listing (/used-tractors/mahindra/under-2-lakh/)","",""
"","23688","4.Verify link redirections on: mr/find-tractor-dealers/mahindra/goa/","","2026-09-10","passed","2026-09-10","","4.LM Page Redirections","",""
"Verify every state card URL returns a valid HTTP response (200 or 301).

Expected: No 4xx or 5xx responses from any state card link.","16441","TJWA_TC_GUTS_002 - All state card URLs return valid HTTP 200/301 response","Home Page — Get Used Tractors in States","2026-09-09","passed","2026-09-09","","State card URL validation","",""
"Verify the ""Contact Seller"" form on a Used Harvester product detail page submits successfully with valid data.

Expected: Lead form should submit successfully.","7249","TJWA_TC_LUH_001","","2026-09-09","passed","2026-09-09","","Lead:Used Harvesters Suite","",""
"","8322","20. Validate Madhya Pradesh District Names in Marathi (Home Page)","","2026-09-09","passed","2026-09-09","","2.Multilingual Pages - District Validation","",""
"Verify all non-header/footer links on the listing page resolve successfully (no 404/500, no missing trailing slash).

Expected: All validated links should return a successful response with a correct trailing slash.","216249","TJWA_TC_UTLIST_002 - Link validation — Used Tractor + City Listing","Used Tractor Listing Pages (Revamp)","2026-09-09","passed","2026-09-09","","Used Tractor + City Listing (/used-tractor-in-alwar/)","",""
"Verify that the Assured/Certified Used Tractors listing page (assured-used-tractors-for-sell/) loads successfully and every in-page link (outside the shared header/footer nav) resolves without a 404 or 500 error, with correct trailing slashes on internal links.

Expected: The Assured/Certified Used Tractors listing page should load successfully (HTTP 200) and every in-page link in scope should resolve to a valid destination — no broken (404) or server-error (500) links, and internal links should end with a trailing slash.","188932","5.4.2.Verify Page redirections for Assured Used Tractors Listing Page","","2026-09-09","passed","2026-09-10","","5.Listing Page Redirections","",""
"Verify ""Get Best Offer"" on a listing page card opens the used tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","12160","TJWA_TC_UTLIST_003 - Lead form (Get Best Offer) — Assured Used Tractors - Ahmednagar","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Assured Used Tractors - Ahmednagar (/assured-used-tractors-for-sell/ahmednagar/)","",""
"User selects a state only (no brand) and lands on the used tractor listing filtered by state.","5281","TJWA_TC_FYRT_UT_002 - State-only search navigates with stateid param only","Home Page — Find Your Right Tractor","2026-09-09","passed","2026-09-09","","Used Tractor search & navigation","",""
"Verify ""Talk to Dealer"" on the Find Tractor Dealers (Mahindra) page opens the dealer lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","11012","TJWA_TC_DL_002","","2026-09-09","passed","2026-09-09","","Lead Dealers Form Submission","",""
"","8695","15. Validate Maharashtra District Names in Marathi (Used Tractors Page)","","2026-09-09","passed","2026-09-09","","2.Multilingual Pages - District Validation","",""
"Verify a combined filter (2-3 Lakh price, Mahindra brand, 2011 year, sorted low to high) restricts and orders the listing correctly.

Expected: Every listed tractor should be priced 2-3 Lakh, be a Mahindra, be model year 2011, and be sorted low to high.","3027","TJWA_TC_UTLIST_009 - Combined Filters [2-3 Lakh | Mahindra | 2011 | Sorted] — Used Tractor + Brand Listing","Used Tractor Listing Pages (Revamp)","2026-09-09","skipped","2026-09-09","","Used Tractor + Brand Listing (/used-tractors/john-deere/)","",""
"Verify Sort by Price Low to High correctly orders the filtered (0-2 Lakh) listing.

Expected: Listed tractor prices should be sorted low to high.","14443","TJWA_TC_UTLIST_008 - Sort by Price Low to High — Used Tractor + Brand + Model + State + City Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + Model + State + City Listing (/used-tractors/mahindra/475-di/rajasthan/alwar/)","",""
"Verify the View All Used Tractors button is visible below the tractor grid in the Premium tab.

Expected: View All Used Tractors link should be visible and contain the correct text.","2067","TJWA_TC_BUT_UI_002 - View All Used Tractors button is visible below tractor grid","Home Page — Buy Used Tractors","2026-09-09","passed","2026-09-09","","Section & tabs UI","",""
"Verify ""Get Best Offer"" on a listing page card opens the used tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","12879","TJWA_TC_UTLIST_003 - Lead form (Get Best Offer) — Used Tractor + Brand + Model + State Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + Model + State Listing (/used-tractors/mahindra/475-di/rajasthan/)","",""
"","9408","1. Validate State Names in English - Home Page","","2026-09-09","passed","2026-09-09","","1.Multilingual Pages - State Validation","",""
"","87258","3.Verify link redirections on: te/used-tractor-in-rajasthan/","","2026-09-09","passed","2026-09-09","","4.LM Page Redirections","",""
"Verify the ""Check Tractor Price"" CTA on a Homepage ""Tractors In {Year}"" card opens the new tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","10830","TJWA_TC_LNT_001","","2026-09-09","passed","2026-09-09","","Lead:New Tractors Suite","",""
"Verify the used tractor listing page loads successfully (HTTP 200).

Expected: The page should load successfully with HTTP 200.","4897","TJWA_TC_UTLIST_001 - Page loads successfully (HTTP 200) — Used Tractor + Brand + State Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + State Listing (/used-tractors/mahindra/rajasthan/)","",""
"Verify all non-header/footer links on the listing page resolve successfully (no 404/500, no missing trailing slash).

Expected: All validated links should return a successful response with a correct trailing slash.","152628","TJWA_TC_UTLIST_002 - Link validation — Used Tractor + Brand + Model + State Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + Model + State Listing (/used-tractors/mahindra/475-di/rajasthan/)","",""
"Confirms the Used Tractor tab shows Brand, State dropdowns and the Search button.","2867","TJWA_TC_FYRT_UI_002 - Used Tractor tab shows Brand, State and Search controls","Home Page — Find Your Right Tractor","2026-09-09","passed","2026-09-09","","Section & tab UI","",""
"[Negative] Verify submitting the new tractor lead form with an invalid (too-short) mobile number does not succeed.

Expected: The lead form should remain open and should not reach the thank-you/success state when the mobile number is invalid.","7506","TJWA_TC_LNT_NEG_001 - [Negative] Invalid mobile number blocks submission","Lead:New Tractors Suite","2026-09-09","passed","2026-09-09","","Negative & boundary — mobile number field","",""
"Verify the Reset button clears all applied filters and returns the listing to its unfiltered URL.

Expected: Filters should be cleared and the URL should return to its unfiltered state.","3253","TJWA_TC_UTLIST_010 - Reset Button — Used Tractor + Brand Listing","Used Tractor Listing Pages (Revamp)","2026-09-09","skipped","2026-09-09","","Used Tractor + Brand Listing (/used-tractors/john-deere/)","",""
"Verify ""Get Best Offer"" on a listing page card opens the used tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","9906","TJWA_TC_UTLIST_003 - Lead form — Used Farm Implements Listing [en] @utSmoke @lang-en","Used Tractor Listing — Smoke (@utSmoke, all languages)","2026-09-10","passed","2026-09-10","","Used Farm Implements Listing — [en] (/used-farm-implements-for-sell/)","",""
"Verify all non-header/footer links on the listing page resolve successfully (no 404/500, no missing trailing slash).

Expected: All validated links should return a successful response with a correct trailing slash.","65408","TJWA_TC_UTLIST_002 - Link validation — Used Harvesters Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Harvesters Listing (/used-harvester-for-sell/)","",""
"Verify the ""Similar Tractors"" section CTA on a New Tractor product detail page opens the new tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","14096","TJWA_TC_LNT_008","","2026-09-09","passed","2026-09-09","","Lead:New Tractors Suite","",""
"[Boundary] Verify submitting the listing page lead form with a blank name field does not succeed.

Expected: The lead form should remain open and should not reach the thank-you/success state when the name field is left blank.","10561","TJWA_TC_UTLIST_BOUNDARY_002 - [Boundary] Blank name field blocks submission","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Negative & boundary — lead form fields (base listing page only)","",""
"Verify ""Get Best Offer"" on a listing page card opens the used tractor lead form and a valid submission succeeds.

Expected: Lead form should open and submit successfully.","10020","TJWA_TC_UTLIST_003 - Lead form (Get Best Offer) — Used Tractor + Brand + Model + State + City Listing","Used Tractor Listing Pages (Revamp)","2026-09-10","passed","2026-09-10","","Used Tractor + Brand + Model + State + City Listing (/used-tractors/mahindra/475-di/rajasthan/alwar/)","",""
"Verify tractor card destination URLs are valid and return successful page loads.

Expected: All destination pages should load successfully with expected URLs.","21948","TJWA_TC_TIY_NAV_003 - Every Upcoming tab card navigates to PDP with HTTP 200","Home Page — Tractors in {YEAR}","2026-09-09","passed","2026-09-09","","PDP navigation and URL validation","",""
